"idx","text"
"33719","Today my normal UPS driver was out sick, I had a package that I had to have before an event tonight, called UPS they said it will not be there till 8pm
Called my normal UPS drive and he went out and got the package on his own and hand delivered it to me!"
"24722","You’re fiddling it, rigging it, @afneil puts to @joswinson on her plans for a second referendum with a completely different voting franchise. Too. Bloody. Right. #andrewneilinterviews"
"65106","Imagine if there was an anorexia/bulimia acceptance movement, where people applauded women for throwing up their meals on instagram.

That’s the inverse of the Left’s fat acceptance movement.

This fashionable stupidity needs to stop."
"3449","When will Californians stand up and fight for themselves instead of evacuating every other week? Government isn't going to save you or your homes! #kinkaidfire"
"27979","At the very least, the Patriots look dumb here. Having a staffer shooting an opposing sideline in plain sight, based on their history, would be a little like if a USC ass't brought a recruit to a car dealership after the Reggie Bush scandal.

Doesn't mean they're guilty. But ..."
"22140","Payday and all money gone bcos I spent too much on my cc 🥰"
"17984","Under @jeremycorbyn we would go back to square one.

He'll spend months dithering and delaying

And that would lead to yet another chaotic referendum

Vote @Conservatives we have a great deal - let's #GetBrexitDone"
"32976","Republicans are seeing what a real leader looks like. And they’d be wise not to mess with Speaker Pelosi. She will insure a fair Senate trial. She will insure the public sees that this President has committed Abuse of Power & Obstruction of Congress. She will insure the truth."
"31387","Democrat “leadership,” despite their denials, are putting tremendous pressure on their members to vote yes on this ridiculous Impeachment. If they vote yes, it will be much easier for Republicans to win in 2020!"
"32703","You are not entitled to a job if you refuse to treat your coworkers with the respect and dignity to which they are entitled. The workplace does not benefit from marginalizing anyone based on sex or gender, which are not the same thing... #JKRowling. #transrightsarehumanrights"
"21390","I live on my own, I am disabled and fill up my time listening to LBC or watching the news channel, I have developed a peculiar habit these past few weeks.

Everytime I see Johnson on TV   I spontaneously shout 'FUCK OFF DICK HEAD!'  I think I might be cracking up. anyone else?"
"34762","If you like #TheRiseOfSkywalker that’s enough for me to make a valid judgement of you. Fuck you if you like this movie. You don’t deserve to be a Star Wars fan. Heard a kid say he loved it as I was walking out of the theater and... let’s just say he’s lucky I can’t hit a minor"
"5873","If John Kelly spoke privately with the ten Republican senators he knows best, and Jim Mattis spoke with the ten senators he’s closest to, and if each told the senators how much he fears for the country with Trump, untrammeled and unhinged, at the helm...Trump would be gone."
"7909","1/3
The best thing that could happen to Democrats, happened today!
""Hell yea, we're coming for your AR-15s and AK-47s"", Beto O'Rourke packed it in!

Like many, I wish we could!
However, their are too many people that are proud of their killing ability!

These people saw no war!"
"109","Where’s the Whistleblower?"
"24310","That Kamala, Beto, and Inslee dropped out early while Bloomberg paid his way into an indefinite stay is disgusting. Whatever you do, don't vote for a billionaire, and be wary of those whom they favor."
"31847","SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!"
"54","Why should I apologize for being honest?

Why should I not voice my opinion and state the facts about the state of the business.

I’m proud to be a professional wrestler and I’m even more proud to be a African American.

Stand with me and stand behind me.

#ForTheCulture"
"66769","Sugar, I’ll resurrect you with one flick of my tongue"
"63671","5 BTS songs to get to know me 🥰
blood sweat & tears
first love
answer: love myself
everythingoes
heartbeat"
"32688","If House Dems refuse to send Articles of Impeachment to the Senate for trial it would be a breathtaking violation of the Constitution, an act of political cowardice, and fundamentally unfair to President @realdonaldTrump."
"443","stop venting, can’t nobody feel that shit but you"
"59798","No matter how hard you think you are, a hun will always be able to make you cry"
"66105","Trump is probably going to get re-elected, and it's not Bernie's fault, or centrist Dems or Russia. Incumbency is a huge advantage in our elections which is why there's only been one incumbent lose their re-election and that was against Reagan a once in a generation talent"
"34041","Every shot James Harden took after he got to 47 points is why a lot of people don't like James Harden."
"55910","I hope Republicans & the American people realize that the totally partisan Impeachment Hoax is exacty that, a Hoax. Read the Transcripts, listen to what the President & Foreign Minister of Ukraine said (“No Pressure”). Nothing will ever satisfy the Do Nothing, Radical Left Dems!"
"32320","The impeachment Articles passed by the House of Representatives will meet a quick demise in the Senate."
"61810","Getting ready to go to the Daytona 500. Will be GREAT!"
"31696","Can you believe that I will be impeached today by the Radical Left, Do Nothing Democrats, AND I DID NOTHING WRONG! A terrible Thing. Read the Transcripts. This should never happen to another President again. Say a PRAYER!"
"26622","PEOPLE KEEP MENTIONING MY RANKINGS 🤣 I DONT CARE ABOUT THEM I MEAN IMMA 3 STAR RECRUIT BUT EVERY TIME I STRAP UP THAT HELMET AND THOSE SHOULDER PADS CANT NOBODY TELL ME IM NOT THE BEST OLINEMAN IN THE COUNTRY ‼️
#HUMBLE
#GBO"
"9644","I just had one of those head-scratching moments of...how the fucking fuck are we in this situation with this ignorant evil racist sociopath dangerous dictator-wannabe traitor squatting in the Oval Office. Seriously. How...the...fuck? #Trump"
"8617","The #jets are actually going to lose to a team trying not to win"
"36375","I hate when people reply my texts with “lol”, just lol. I know for certain I’m not funny so why are you laughing?"
"20578","TRUTH ALERT:

The statement I’ve made several times of having an insurance policy, if thrown under bus, is sarcastic & relates to the files in my safe about the Biden Family’s 4 decade monetizing of his office.

If I disappear, it will appear immediately along with my RICO chart."
"53022","Why didn’t John Bolton complain about this “nonsense” a long time ago, when he was very publicly terminated. He said, not that it matters, NOTHING!"
"34671","Guys Merry Christmas Eve eve 😂remmeber from that friends episode 😂because friends is so funny 😂👌🏻💯"
"65459","The more we’re in-fighting about “progressives” and “establishment”—Trump wins. The chaos is exactly what they want. The chaos is how they win.

Vote for your pick. You don’t have to tweet about it, or defend it, or convert people. That’s the candidates job. Just vote proudly."
"52898","No matter how many witnesses you give the Democrats, no matter how much information is given, like the quickly produced Transcripts, it will NEVER be enough for them. They will always scream UNFAIR. The Impeachment Hoax is just another political CON JOB!"
"59208","you broke as hell if you order bottomless mimosas. you cant afford individual drinks? tacky."
"61733","Piers Morgan who spends most of his days vilifying women can fuck the fuck off and then, when he’s fucked off, can fuck off a bit more. Spare us your shock you ghoul. Hounding Women is your modus operandi."
"51565","I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats, including the Bidens. In fact, he never complained about this at the time of his very public termination. If John Bolton said this, it was only to sell a book. With that being said, the..."
"15221","Everywhere Marie Yovanovitch went turned bad. She started off in Somalia, how did that go? Then fast forward to Ukraine, where the new Ukrainian President spoke unfavorably about her in my second phone call with him. It is a U.S. President’s absolute right to appoint ambassadors."
"47272","My son playing in his grocery store I bought him for Christmas. Today he’s made me carrot toast and a pork chop salad. He obviously doesn’t care about my intestines."
"16964","RT. Just listening to @BBCRadio4 I'm Sorry I Haven't a Clue in the car. Switched it off. Ridiculous anti Brexit and anti Tory bias. No balance whatsoever. No jokes about Corbyn and McDonnel. Just spite about Farage & Boris & public schools and an effort to link Mosley to Tories."
"26087","You think if my Comms Director was doing a terrible job they would be writing this piece?

They’re upset because she’s doing one hell of a job blocking them from misrepresenting me!

Look at how our support has increased in the last several months, now you have the answer!"
"46009","It’s so weird to me when y’all get judgy about where folks wanna travel to

Not everybody wants to spend $1000 every trip to go to fucking Indonesia. Some ppl just wanna go to Atlanta, be around niggas, hear ratchet music & drink some drank

Elitist Traveller Twitter is so weird."
"33142","I will be a juror and will take this process seriously, but this impeachment is motivated by Democrats’ hatred of Donald Trump, not justice. Impeachment is sucking up all the time that could be used for positive things."
"53126","For a guy who couldn’t get approved for the Ambassador to the U.N. years ago, couldn’t get approved for anything since, “begged” me for a non Senate approved job, which I gave him despite many saying “Don’t do it, sir,” takes the job, mistakenly says “Libyan Model” on T.V., and.."
"37050","To those wondering what day it is. It’s Sunday. I still woke at 6am. I painted second coat of en-suite already. The shops don’t open until
11am. I was in work Friday. I’m also in work tomorrow. Which is Monday. I’m not bitter about your time off AT ALL 🙅🏼‍♀️😤👊🏻😭"
"18321","Ok just seeing these Charles Barkley comments and just because he's been a shitty person in the past doesn't mean we get to excuse his shitty behavior now.

Saying he would hit a woman, joking or not, isn't ok & he needs to be reprimanded for it"
"3631","@kbkills No, you could’ve followed the costume party’s theme and actually wore a costume like a normal person instead of trying so hard to be different and get retweet’s."
"61950","At a restaurant. Trump and a motorcade at the Daytona 500 comes on the TV. I literally don’t know whether to laugh or cry or scream or just sigh. All. We’re gonna go with all."
"55524","what does everyone think of the new video???"
"61834","ok srry but shit pisses me off how girls can just stand in front of a camera on tik tok and get mad views just for being pretty or having a nice body and can’t dance whatsoever but the ones that actually can get nooo support whatsoever like it sucks dawg shit it goes for boys too"
"33926","Pros of dating Sami ✨

★very affectionate
★homemade cooking
★will comfort you when you're feeling down
★positive vibes 25/8
★endless reminders of love
★soft tummy pillow

Cons of dating Sami ❌

★can get jealous
★too clingy
★no personal space
★emotional
★çlïñgy"
"3589","dang i literally told jenny this is what i mean i’m always right"
"28254","Boris Johnson has refused to follow the other six leaders who have taken part in the leader interviews @BBCRadio2. His staff constantly told my producers — until this morning — that he was ""very likely"" to come on. Today we were told he couldn't, and no reason was given."
"28144","i laugh a looooottttttttt"
"12682","Shifty Adam Schiff will only release doctored transcripts. We haven’t even seen the documents and are restricted from (get this) having a lawyer. Republicans should put out their own transcripts! Schiff must testify as to why he MADE UP a statement from me, and read it to all!"
"51687","This whole impeachment sham has been a taxpayer-funded campaign stunt for the Democrats.

They took Americans’ hard-earned dollars and funneled them into years worth of baseless investigations meant to discredit and disparage the President."
"580","I have willingly, without being asked, offered to vote for a deal I don’t like, negotiated by a PM for whom I have zero respect. Yet his supporters in Parliament and the media spend their whole time hurling accusations of betrayal at me and others like me. How should we respond?"
"42366","YES im a hopeless romantic YES i have a fear of luv YES we exist"
"35854","Wait dkm. We’ve only won 5 games this season 🤣🤣😂🤣😂😂🤣🤣🤣"
"42805","New polling shows that the totally partisan Impeachment Hoax is going nowhere. A vast majority want the Do Nothing Democrats to move on to other things now!"
"3543","Spitting should carry a mandatory jail sentence"
"32978","The reason the Democrats don’t want to submit the Articles of Impeachment to the Senate is that they don’t want corrupt politician Adam Shifty Schiff to testify under oath, nor do they want the Whistleblower, the missing second Whistleblower, the informer, the Bidens, to testify!"
"66642","People that try to substantiate knowing a famous individual are really the most annoying."
"64241","i want some asian zing / spicy garlic boneless wings with a side of mother fucking fries & a strawberry lemonade lmaoooo"
"20155","Adam Schiff will be compelled to testify should the Democrats decide, despite the fact that my presidential conversations were totally appropriate (perfect), to go forward with the Impeachment Hoax. Polls have now turned very strongly against Impeachment!"
"7256","Senate Democrats just voted to filibuster the annual funding for the U.S. armed forces. It’s the second time they have blocked defense funding in two months. We can’t advance it.

Remember when Democrats said their impeachment obsession wouldn't stop them from legislating?"
"42444","I have spoken to both the Prime Minister and Foreign Minister Champagne about the crash of UIA Flight 752. I appreciate their condolences for the many grieving Alberta families, and their assurances that the Government of Canada is doing everything possible to provide assistance."
"66491","America is getting a full dose of @berniesanders extremism.  He glorifies communist Cuba & now he's calling @AIPAC ""leaders who express bigotry."" In the past, he's called the Israeli govt ""racist.""  What's next?  @IlhanMN as Sec of State?"
"35708","Is it possible for me to be in love with someone yet feel as though I don’t deserve to be putting with him not doing the bare minimum anymore(sweet messages, dates, compliments) But yet afraid of being alone. -anon"
"721","So some day, if a Democrat becomes President and the Republicans win the House, even by a tiny margin, they can impeach the President, without due process or fairness or any legal rights. All Republicans must remember what they are witnessing here - a lynching. But we will WIN!"
"1317","Two things are true

There’s only been ONE man EVER who was always right & deserves blind loyalty & his name was Jesus;

And

No matter what a Republican does the left will never be fair to them. What they want is Republicans who will douse themselves in kerosene & light a match."
"34609","Pelosi gives us the most unfair trial in the history of the U.S. Congress, and now she is crying for fairness in the Senate, and breaking all rules while doing so. She lost Congress once, she will do it again!"
"5506","Pelosi is now leading a delegation of 9, including Corrupt Adam Schiff, to Jordan to check out Syria. She should find out why Obama drew The Red Line In the Sand, & then did NOTHING, losing Syria & all respect. I did something, 58 missiles. One million died under Obama’s mistake!"
"37851","Remember when Pelosi was screaming that President Trump is a danger to our nation and we must move quickly. They didn’t get one Republican House vote, and lost 3 Dems. They produced no case so now she doesn’t want to go to the Senate. She’s all lies. Most overrated person I know!"
"50520","Can I raise $200,000 and throw my hat in the CPC leadership race? Born in ON. Living in AB for last 30 years. Bilingual. Engineer from private sector. Married. Never divorced. 4 adult kids. YouTube personality. Good speaker. Critical thinker.  Poor parents. Clean record."
"42700","Nancy Pelosi will go down as the absolute worst Speaker of the House in U.S. history!"
"44962","I ride with @BernieSanders. Full stop.

But if @ewarren takes it, I'll be right there with her.

Why? I'm an Arab + Muslim-Am doctor who is TOO DAMN TIRED of watching people die w/o healthcare, education, & jobs + wars started in the Middle east to fall for #neverwarren."
"26698","""Do you want to overthrow capitalism"". ""No"". Seriously..."
"7617","If you haven’t actually met me off twitter, just picture all the characters of schitts creek combined plus someone who is fed up with the status quo, likes bitcoin, hates gossip and is very directionally challenged

That’s pretty much me

Also I love pizza"
"24104","I do trust AG Barr and John Durham.

Durham didn’t expand his scope and travel back and forth to Europe conducting interviews for no reason.

He found something"
"45897","of I hear that dumb ass box song one more time..."
"60381","Mini Mike is a 5’4” mass of dead energy who does not want to be on the debate stage with these professional politicians. No boxes please. He hates Crazy Bernie and will, with enough money, possibly stop him. Bernie’s people will go nuts!"
"32089","SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!"
"9015","False stories are being reported that a few Republican Senators are saying that President Trump may have done a quid pro quo, but it doesn’t matter, there is nothing wrong with that, it is not an impeachable event. Perhaps so, but read the transcript, there is no quid pro quo!"
"42611","Did you know:

Bernie Sanders spent $342,000 on private jet travel in last two years

How did he make all of his money to fund this?

By lecturing Americans on income inequality & climate change

🤔"
"54786","If the Senate opens the door on witnesses, we need to call:

Hunter Biden
Adam Schiff
The whistleblower

Put every Senate Dem clamoring for more witnesses on record.

My prediction is the Senate Dems will be 💯% hypocritical & won’t have the courage to vote for these witnesses."
"44575","Cryin’ Chuck Schumer just said, “The American people want a fair trial in the Senate.” True, but why didn’t Nervous Nancy and Corrupt politician Adam “Shifty” Schiff give us a fair trial in the House. It was the most lopsided & unfair basement hearing in the history of Congress!"
"56481","skinny people are SO dishonest by equating fat and skinny shaming as equals and I absolutely hate it. they sound so silly."
"26149","I have started blocking woke folk that are actually ignorant fucks."
"50514","Our case against lyin’, cheatin’, liddle’ Adam “Shifty” Schiff, Cryin’ Chuck Schumer, Nervous Nancy Pelosi, their leader, dumb as a rock AOC, & the entire Radical Left, Do Nothing Democrat Party, starts today at 10:00 A.M. on @FoxNews, @OANN or Fake News @CNN or Fake News MSDNC!"
"61843","We know in our hearts that in a democracy, it is not about the loudest voice or the biggest bank account.

It is about the best idea and about the person who can turn those ideas into action."
"37320","Does anything ruin a great game more than annoying fans, coaches, and AD’s blaming losses on officials??

There were two really impactful calls in the game..both were officiated correctly.  Yes it was targeting.  Yes it was an incomplete pass.

Stop whining about them please!"
"43355","This could come for some criticism.. but.. that prostitute sobbing whilst quoting The Greatest Showman was TV gold. #LouisTheroux"
"7498","Dems panicking that Bidens have been caught in four decade pay for play. If pursued it will extend high and wide. That’s why they are doing phony impeachment and trying to have me investigated and disbarred. I’ve got the evidence. Who has the guts to pursue big Dem crooks."
"32129","SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!"
"42974","Nancy Pelosi will go down as the absolute worst Speaker of the House in U.S. history!"
"34173","Bro stop being mad at me and lemme give yu head king🥺"
"57694","you fake positive ass wannabe drama free bitches get on my nerves"
"12978","“The President has until September 30th to give this aid to Ukraine. He gets it out on September 11th., 3 weeks before the deadline. So, we give our ally aid, and Joe Biden is not investigated. Remember that, they get the aid and we get nothing in return. The Democrats...."
"6527","Bruh no cap. If you 21+ and ain’t paying no bills for yourself that’s a real problem."
"2590","so apparently young money have stopped itunes, amazon and google music from sending the official numbers back to EOne so they were unable to track her sales this week. #JusticeForKim I cant believe a whole label is trying to sabotage her."
"42173","It’s just a matter of time before you start hearing some say that it’s Trump’s fault that #Iran made a mistake and shot down a commercial airliner."
"47374","Why is 'love' held as the pinnacle of human emotion when it hurts so much.
Is it actually the ultimate punishment in disguise?
#achingheart
#unrequitted"
"56069","Beyoncé & Jay-Z (former crack dealer)sit for the national anthem because apparently the United States of America has oppressed them with millions upon millions of dollars & fans. Sounds rough. Maybe they should try another country that allows them a little more freedom & success?"
"62671","“Judge Jackson now has a request for a new trial based on the unambiguous & self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, your a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....."
"40971","if you over the age of 20 and you drive a honda, you might be broke. that’s a child’s car."
"35109","If she 26+ and single that’s a red flag stay away from her"
"40541","Listening to @MusaliaMudavadi gives me nausea ,evasive , no content , deep state apologist , uninspiring... Has no coherent ideology and part of the past failed leadership.

#MondayReport"
"8138","Chicago will never stop its crime wave with the current Superintendent of Police. It just won’t happen! Thank you to Kevin Graham and all of the GREAT Chicago Police Officers I just had the privilege to meet. Tremendous crime fighting potential if allowed to do your thing!"
"26894","Who cares about juice world when there’s thousands of Muslims dying in a concentration camp in China"
"6043","Yesterday’s Never Trumper witness could find NO Quid Pro Quo in the Transcript of the phone call. There were many people listening to the call. How come they (including the President of Ukraine) found NOTHING wrong with it. Witch Hunt!"
"2224","Origi looks useless.
Spoiling the press, offering nothing"
"18572","They put regular milk in my @Starbucks coffee and I feel like I wanna die #happy hump day"
"54847","“GOP” members of the Senate, you unconscionable, pathetic, spineless, hypocritical, lickspittle, death rattle of a racist patriarchal Calvinist shitbags. May all your teeth fall out but one. And in that one may you have a toothache. Enjoy how history looks at you. It’s not pretty"
"28188","literally if you support xxxtentacion in any way, if you even feel the slightest sympathy for him, please block me. i don’t want to be associated with anyone who supports abusers. and if you wanna argue with me, save your breath for someone who isn’t an abuse survivor"
"66032","I have been arrested !!"
"64957","Saturday nights used to be ace...

It's shit getting old..."
"15197","Everywhere Marie Yovanovitch went turned bad. She started off in Somalia, how did that go? Then fast forward to Ukraine, where the new Ukrainian President spoke unfavorably about her in my second phone call with him. It is a U.S. President’s absolute right to appoint ambassadors."
"1609","hi

Say it back"
"12539","I hate to say it, but Ezekiel Elliott is killing the Cowboys. So many nowhere runs keep wasting so many downs."
"56698","You beat your own sister and taped it. Spit on her & taped it. Kicked me in front your mother and sent her to the hospital. Sucking drake dick made u feel tough again. Move on."
"22276","My name is Michael Landsberg-long time TV/radio host-thought of by most as arrogant. I suffer from depression. It has crippled me at times- robbed me of my confidence & my swagger. But heres the thing- I'm not ashamed, embarrassed & I sure as hell am not weak. I am #SickNotWeak."
"54938","If ONE white woman accused me of rape my career would be OVER.

A white man accused of rape by TWENTY TWO women being able to run for a 2nd term as POTUS, with half the country still supporting him, is all you need to know about racism, white male patriarchy and white supremacy."
"56780","Romney is a Senator elected by the people of his state; his independent judgment is as legitimate as that of anyone else. Even though Trump's Ukraine behavior was thoroughly bad and stupid, Romney is wrong about impeachment. But that's about it. He is not a traitor or a buffoon."
"12685","The call to the Ukrainian President was PERFECT. Read the Transcript! There was NOTHING said that was in any way wrong. Republicans, don’t be led into the fools trap of saying it was not perfect, but is not impeachable. No, it is much stronger than that. NOTHING WAS DONE WRONG!"
"54543","Fuck the EU but fuck edgy lads who think it’s hard to be a Tory even more"
"24484","winwin so cute"
"66735","I'm working on a new album and it will drop suddenly. Like, pretty soon. 10 new tracks. Maybe more. Listening to mixes everyday! #Exciting!"
"46836","Scotland has been under Westminster rule for 313 years but the Scottish people didn't consent to it and we've never stopped resisting it. So as much as it may be a Rock, we are a Sea, and we shall relentlessly blast it wave after wave until its undone and Scotland is restored 🏴󠁧󠁢󠁳󠁣󠁴󠁿"
"51280","Reports are that basketball great Kobe Bryant and three others have been killed in a helicopter crash in California. That is terrible news!"
"1558","This Trump address is fucking insane."
"40995","I hope I don’t sound ridiculous... but Shaquille O Neal can [redacted] this [redacted]."
"8078","ricky gervais spends every single day of his like thinking about people who are offended with his jokes, what a boring and exhausting way to spend time"
"40983","4 (no. of years since wings by bts) + 8 (no. of years since wings by little mix) = 12

7 (members of bts) - 4 (members of little mix) + 2 (no. of groups involved) = 5

12-5 = 7

∴ bts x lm collab on 7"
"4671","Omg she really is promoting her daughter’s OnlyFans Account 🤭"
"60010","Dwayne wade is a closet bisexual and thats why he’s obsessed with his son’s sexuality"
"44377","Bad Boys For Life gonna be like Rush Hour 3. Washed actors doing it for the paycheck"
"35530","Only 1.7 BTC on my donation wallet for Xmas? You can do way better......"
"65922","~ I'm pretty, but I'm not beautiful. I sin, but I'm not the devil. I'm good, but I'm not an angel ~"
"9038","Added benefit of CrossFit. It helps you do things physically you didn’t think you could do. So you become more fearless in other ways. It’s imroved my riding—mentally and physically."
"38263","A lot of people don't know this but when David Stern dies the Oklahoma City Thunder automatically return to Seattle."
"53282","For a guy who couldn’t get approved for the Ambassador to the U.N. years ago, couldn’t get approved for anything since, “begged” me for a non Senate approved job, which I gave him despite many saying “Don’t do it, sir,” takes the job, mistakenly says “Libyan Model” on T.V., and.."
"26390","It's gonna be wild when the Cowboys pay Dak Prescott $36M a year and keep going 8-8 every year"
"5874","Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!"
"43221","Wow! Crazy Bernie Sanders is surging in the polls, looking very good against his opponents in the Do Nothing Party. So what does this all mean? Stay tuned!"
"12349","The call to the Ukrainian President was PERFECT. Read the Transcript! There was NOTHING said that was in any way wrong. Republicans, don’t be led into the fools trap of saying it was not perfect, but is not impeachable. No, it is much stronger than that. NOTHING WAS DONE WRONG!"
"45622","U post “free my man” so ppl can know u kno someone in jail. Glad u think dats cool"
"29040","All the noise on here was for Corbyn .. All the noise on here was for no Brexit .. All the noise on here was for Hillary Clinton .. Twitter once again has got it wrong .. #Justsaying #OnOn"
"13395","why are short guys so disrespectful?"
"19582","More homes of all types are built under @Conservatives

🏡 250,000 homes were built last year - the highest number in 30 years
🏡More council houses were built last year ALONE than in the entire 13 years of the last Labour government!

#VoteConservative #PartyofHousing"
"41264","All is well! Missiles launched from Iran at two military bases located in Iraq. Assessment of casualties & damages taking place now. So far, so good! We have the most powerful and well equipped military anywhere in the world, by far! I will be making a statement tomorrow morning."
"51886","When the impeachment-sham inevitably joins comey-gate, collusion-delusion, mueller-investigation-nothing-burger, and fake-dossier in history’s trash heap, what hoax will the radical left, deep state, and left leaning media push next?"
"45578","Men be having the same friends since the sandbox because none of they ass mature or outgrow one another. Loyalty has little to do with it. Lol"
"27096","Ijusy wannnt cuddle aijeh sommeone hon loave mee ;~;"
"5910","Females make me not even wanna be on Twitter no more it’s too early for a Debby downer ass bitch to just be bitter.."
"38976","Qassem Soleimani played an instrumental role in the defeat of one of the deadliest proxies which America has ever unleashed on the world: ISIS. That is why Washington assassinated him and that is why he is adored by millions of people in the Middle East. #QassemSoleimani"
"878","Being darkskin doesn’t make you ugly but most darkskins are ugly"
"6635","The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!"
"28912","Can someone remind me of the single biggest reason we didn’t make the playoffs last year? Oh the pen. So instead of addressing that, the Mets trade for a 4th OF and sign Wacha. They are left with about 3 mil to spend. This is malpractice. What a joke. @MetsFansUnited1"
"23836","When Lisa Page, the lover of Peter Strzok, talks about being “crushed”, and how innocent she is, ask her to read Peter’s “Insurance Policy” text, to her, just in case Hillary loses. Also, why were the lovers text messages scrubbed after he left Mueller. Where are they Lisa?"
"55209","How the fuck do the lakers lose Kobe tribute game... if my nigga was alive he would go out there and show you’ll how it’s done."
"63600","I started to realize the Cons we’re behind these blockades last week when the Mohawks got involved. I think Trudeau knows that too. So him not inviting Scheer and the Cons to the table to discuss the mess they created sent a double message and was absolutely the right decision."
"9930","Beards are just camouflage for ugly guys"
"16325","Sounds like Kaepernick has morphed into Joe Montana the last three years, judging by the timeline here. He should be in the league as a backup at least -- but this is a bit much."
"19883","no one asked for my opinion but I’m giving it anyways...we as a nation brought these mass school shootings upon ourselves when we legalized abortion. we made it legal to murder unborn babies so God is saying “alright fine, if this is what you want then I’ll release my blanket of"
"38739","For all y’all that’s already had sex this year. I hope y’all catch something."
"59318","Don't let the fact that you're single and Valentine's Day coming up put you in a depressed mood . It's not your fault you're ugly, you have nothing to bring to the table and no one wants to be with you because you're so so so dull and boring"
"26493","Read the Transcripts! Also, see where I say “us” (our Country) as opposed to “me” (meaning me) and where I then say that the Attorney General (of the United States) will call you. People still remember Schiff’s made up and fraudulent version of my conversation. Witch Hunt!"
"34971","Immense yawning."
"26016","The Ukraine case isn’t working for them, so rumor has it Democrats are pivoting back to Mueller.

Did they watch the same Mueller hearing that the rest of us did? It did NOTHING to help their impeachment case."
"23890","Every elected Republican knows that this President is guilty of countless Impeachable offenses. But they, along with many White Evangelicals & White Supremacists have made a pact with Putin. But unlike a pact with the Devil, this one can be unsigned."
"16617","Bribery is a disaster for Dems. They are trying to impeach @realDonaldTrump what Biden did. Biden offered a thing of value,loan guarantee,in return for official action,firing a prosecutor. That’s bribery. Requesting  an investigation of crimes without conditions is innocent."
"51703","The Democrat controlled House never even asked John Bolton to testify. It is up to them, not up to the Senate!"
"64386","COMMIE DON & MOSCOW MITCH are sweeping the ROOOSHINS into the White House! Spread the word!!

COMMIE DON & MOSCOW MITCH are sweeping the ROOOSHINS into the White House! Spread the word!

Dr. Strangelove rides again!"
"28284","If the Yankees don’t win the 2020 World Series, it will go down as the biggest choke job since the 2004 Yankees."
"63020","The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!"
"15812","So they now convict Roger Stone of lying and want to jail him for many years to come. Well, what about Crooked Hillary, Comey, Strzok, Page, McCabe, Brennan, Clapper, Shifty Schiff, Ohr & Nellie, Steele & all of the others, including even Mueller himself? Didn’t they lie?...."
"50166","Hour 23 of redundant impeachment arguments. For those following at home:  Drinking game—every time House Dems say “drug deal” or “get over it”...drink a shot of milk!"
"4655","SHAWN MENDES ONLY GOT SIGNED BECAUSE HE HAS BIG MUSCLES AND THATS A FACT! HE HAS ZERO STAGE PRESENCE, ZERO MUSICAL GROWTH AND ZERO CREATIVITY"
"34411","You niggas have NO drip and it is very sad!"
"58660","Because of how badly they did with the Impeachment Hoax, AOC will primary Cryin’ Chuck Schumer, and win, and Jerry Nadler has a good chance of losing to his far left primary opponent! It is all getting quite interesting. Pelosi will lose the House, AGAIN! My poll numbers great."
"7689","“It has been 3 years and Donald Trump hasn’t done anything wrong. Donald Trump hasn’t done a single thing of which he has been accused.” @RushLimbaughEIB  @seanhannity  A Witch Hunt like no other!"
"65335","Are any Democrat operatives, the DNC, or Crooked Hillary Clinton, blaming Russia, Russia, Russia for the Bernie Sanders win in Nevada. If so I suggest calling Bob Mueller & the 13 Angry Democrats to do a new Mueller Report, Democrat Edition. Bob will get to the bottom of it!"
